Date;Price;Open;High;Low;Change (%)
08/02/2017;1055.5;1049.6;1069.2;1020.3;0.56
09/02/2017;979.0;1055.5;1073.0;924.7;-7.25
10/02/2017;997.6;979.0;1005.6;947.0;1.91
11/02/2017;1008.3;997.6;1014.3;983.9;1.07
12/02/2017;996.5;1008.3;1007.8;992.5;-1.17
13/02/2017;995.4;996.5;1007.6;975.1;-0.12
14/02/2017;1008.3;995.4;1013.8;986.5;1.30
15/02/2017;1008.2;1008.3;1010.9;999.7;-0.01
16/02/2017;1031.9;1008.2;1040.3;1007.4;2.35
17/02/2017;1049.4;1031.9;1057.4;1025.9;1.69
18/02/2017;1052.3;1049.4;1063.2;1044.7;0.27
19/02/2017;1048.9;1052.3;1056.5;1037.7;-0.32
20/02/2017;1077.6;1048.9;1081.8;1041.0;2.73
21/02/2017;1119.0;1077.6;1123.0;1073.5;3.85
22/02/2017;1120.5;1119.0;1132.3;1094.8;0.13
23/02/2017;1171.9;1120.5;1181.6;1113.5;4.59
24/02/2017;1176.5;1171.9;1211.7;1092.4;0.39
25/02/2017;1149.1;1176.5;1180.0;1116.2;-2.33
26/02/2017;1171.6;1149.1;1177.5;1130.6;1.96
27/02/2017;1188.8;1171.6;1195.8;1164.3;1.47
28/02/2017;1189.3;1188.8;1208.2;1175.8;0.04
01/03/2017;1222.7;1189.3;1225.0;1154.6;2.81
02/03/2017;1255.5;1222.7;1287.0;1212.0;2.68
03/03/2017;1283.3;1255.5;1291.3;1250.8;2.22
04/03/2017;1264.3;1283.3;1285.8;1228.7;-1.48
05/03/2017;1271.2;1264.3;1273.3;1242.1;0.55
06/03/2017;1277.0;1271.2;1280.6;1261.0;0.46
07/03/2017;1232.7;1277.0;1280.9;1148.7;-3.47
08/03/2017;1147.0;1232.7;1242.0;1136.9;-6.95
09/03/2017;1191.3;1147.0;1207.0;1129.3;3.87
10/03/2017;1112.4;1191.3;1330.4;988.7;-6.63
11/03/2017;1179.2;1112.4;1202.7;1104.8;6.01
12/03/2017;1225.1;1179.2;1235.5;1160.9;3.89
13/03/2017;1238.2;1225.1;1245.6;1205.6;1.07
14/03/2017;1243.1;1238.2;1255.5;1218.4;0.40
15/03/2017;1253.4;1243.1;1256.9;1236.4;0.83
16/03/2017;1172.9;1253.4;1260.2;1119.0;-6.43
17/03/2017;1071.7;1172.9;1174.9;1063.5;-8.63
18/03/2017;971.4;1071.7;1103.6;940.2;-9.36
19/03/2017;1022.6;971.4;1063.7;967.3;5.27
20/03/2017;1047.5;1022.6;1057.5;1005.0;2.44
21/03/2017;1121.3;1047.5;1125.5;1043.9;7.04
22/03/2017;1044.7;1121.3;1121.9;997.8;-6.83
23/03/2017;1035.0;1044.7;1062.8;1022.0;-0.93
24/03/2017;939.7;1035.0;1038.4;927.3;-9.21
25/03/2017;966.3;939.7;996.0;890.4;2.83
26/03/2017;969.4;966.3;1004.3;946.7;0.32
27/03/2017;1045.1;969.4;1048.8;961.8;7.81
28/03/2017;1044.4;1045.1;1068.4;1015.5;-0.07
29/03/2017;1041.9;1044.4;1058.7;1008.3;-0.24
30/03/2017;1037.9;1041.9;1052.7;1020.9;-0.38
31/03/2017;1079.1;1037.9;1088.2;1035.2;3.97
01/04/2017;1086.1;1079.1;1103.7;1067.5;0.65
02/04/2017;1097.4;1086.1;1109.5;1074.2;1.04
03/04/2017;1147.6;1097.4;1157.9;1095.6;4.57
04/04/2017;1141.8;1147.6;1161.2;1122.2;-0.50
05/04/2017;1129.9;1141.8;1143.8;1110.1;-1.04
06/04/2017;1188.7;1129.9;1201.6;1130.5;5.21
07/04/2017;1190.5;1188.7;1201.2;1173.2;0.15
08/04/2017;1180.8;1190.5;1198.2;1166.7;-0.82
09/04/2017;1204.3;1180.8;1215.1;1174.0;2.00
10/04/2017;1206.7;1204.3;1214.9;1194.8;0.20
11/04/2017;1220.7;1206.7;1229.6;1195.8;1.16
12/04/2017;1212.5;1220.7;1225.5;1207.4;-0.67
13/04/2017;1176.2;1212.5;1218.7;1150.3;-3.00
14/04/2017;1177.3;1176.2;1195.4;1162.2;0.10
15/04/2017;1177.0;1177.3;1194.8;841.5;-0.03
16/04/2017;1176.8;1177.0;1188.0;1166.7;-0.02
17/04/2017;1194.0;1176.8;1203.0;1172.8;1.46
18/04/2017;1206.1;1194.0;1213.9;1191.1;1.01
19/04/2017;1215.2;1206.1;1218.2;1194.1;0.76
20/04/2017;1238.1;1215.2;1246.6;1210.7;1.88
21/04/2017;1249.6;1238.1;1257.0;1235.6;0.93
22/04/2017;1240.9;1249.6;1257.0;1215.8;-0.70
23/04/2017;1249.1;1240.9;1256.2;1223.1;0.66
24/04/2017;1248.2;1249.1;1256.4;1234.9;-0.08
25/04/2017;1264.3;1248.2;1272.6;1244.2;1.29
26/04/2017;1286.6;1264.3;1309.2;1263.0;1.77
27/04/2017;1332.9;1286.6;1346.8;1285.3;3.60
28/04/2017;1329.6;1332.9;1356.2;1287.6;-0.25
29/04/2017;1336.3;1329.6;1343.7;1314.2;0.50
30/04/2017;1351.9;1336.3;1358.9;1309.7;1.17
01/05/2017;1415.8;1351.9;1448.7;1342.8;4.73
02/05/2017;1445.9;1415.8;1471.1;1394.8;2.13
03/05/2017;1485.6;1445.9;1496.4;1424.1;2.74
04/05/2017;1516.8;1485.6;1609.8;1437.1;2.10
05/05/2017;1507.8;1516.8;1588.1;1485.0;-0.59
06/05/2017;1545.3;1507.8;1560.4;1503.9;2.49
07/05/2017;1554.4;1545.3;1572.9;1495.2;0.59
08/05/2017;1664.5;1554.4;1667.7;1552.9;7.08
09/05/2017;1697.5;1664.5;1757.4;1620.0;1.98
10/05/2017;1752.3;1697.5;1766.2;1665.0;3.23
11/05/2017;1819.3;1752.3;1864.8;1741.5;3.82
12/05/2017;1686.4;1819.3;1822.5;1641.2;-7.31
13/05/2017;1763.7;1686.4;1770.5;1594.6;4.59
14/05/2017;1772.6;1763.7;1802.8;1736.1;0.50
15/05/2017;1708.9;1772.6;1776.7;1656.8;-3.59
16/05/2017;1729.3;1708.9;1752.6;1653.7;1.19
17/05/2017;1801.3;1729.3;1842.8;1704.0;4.16
18/05/2017;1881.0;1801.3;1980.5;1791.1;4.42
19/05/2017;1962.0;1881.0;1969.7;1875.3;4.31
20/05/2017;2040.2;1962.0;2048.4;1944.4;3.98
21/05/2017;2044.2;2040.2;2094.9;1980.1;0.20
22/05/2017;2124.4;2044.2;2264.8;1998.6;3.92
23/05/2017;2272.6;2124.4;2286.3;2110.8;6.97
24/05/2017;2445.3;2272.6;2497.0;2263.3;7.60
25/05/2017;2307.2;2445.3;2781.8;2210.5;-5.65
26/05/2017;2244.9;2307.0;2616.5;2051.4;-2.70
27/05/2017;2052.4;2244.9;2322.4;1868.6;-8.57
28/05/2017;2189.0;2052.4;2300.5;2051.1;6.66
29/05/2017;2278.2;2189.0;2337.4;2117.3;4.07
30/05/2017;2192.6;2278.2;2329.3;2147.1;-3.76
31/05/2017;2303.3;2192.6;2330.6;2168.4;5.05
01/06/2017;2412.6;2303.3;2460.8;2303.3;4.75
02/06/2017;2492.6;2412.6;2494.0;2385.6;3.31
03/06/2017;2545.4;2492.6;2582.8;2449.9;2.12
04/06/2017;2524.1;2545.4;2559.8;2478.2;-0.84
05/06/2017;2705.0;2524.1;2705.4;2523.9;7.17
06/06/2017;2870.5;2705.0;2931.2;2699.7;6.12
07/06/2017;2691.5;2870.5;2880.9;2626.6;-6.24
08/06/2017;2798.8;2691.5;2808.4;2623.6;3.99
09/06/2017;2811.4;2798.8;2852.1;2786.1;0.45
10/06/2017;2900.3;2811.4;2914.2;2807.4;3.16
11/06/2017;2973.4;2900.3;2977.9;2867.3;2.52
12/06/2017;2656.8;2973.4;2985.1;2483.6;-10.65
13/06/2017;2713.0;2656.8;2784.8;2647.4;2.12
14/06/2017;2467.3;2713.0;2803.7;2349.0;-9.06
15/06/2017;2442.5;2467.3;2521.6;2125.6;-1.01
16/06/2017;2508.6;2442.5;2536.4;2335.3;2.71
17/06/2017;2655.1;2508.6;2690.7;2454.8;5.84
18/06/2017;2539.6;2655.1;2676.0;2488.6;-4.35
19/06/2017;2616.8;2539.6;2617.8;2518.8;3.04
20/06/2017;2754.4;2616.8;2800.5;2614.0;5.26
21/06/2017;2677.6;2754.4;2804.4;2624.4;-2.79
22/06/2017;2722.8;2677.6;2757.3;2623.2;1.69
23/06/2017;2710.4;2722.8;2759.7;2699.5;-0.46
24/06/2017;2590.1;2710.4;2741.6;2540.4;-4.44
25/06/2017;2541.6;2590.1;2660.7;2472.4;-1.87
26/06/2017;2446.1;2541.6;2584.8;2327.3;-3.76
27/06/2017;2583.8;2446.1;2585.1;2309.6;5.63
28/06/2017;2577.7;2583.8;2616.9;2490.1;-0.23
29/06/2017;2558.4;2577.7;2605.9;2526.5;-0.75
30/06/2017;2480.6;2558.4;2576.3;2469.5;-3.04
01/07/2017;2424.6;2480.6;2529.6;2387.5;-2.26
02/07/2017;2536.5;2424.6;2555.3;2375.9;4.61
03/07/2017;2572.5;2536.5;2617.5;2506.3;1.42
04/07/2017;2617.3;2572.5;2658.7;2570.0;1.74
05/07/2017;2627.9;2617.3;2642.7;2562.0;0.40
06/07/2017;2614.2;2627.9;2634.8;2581.8;-0.52
07/07/2017;2513.9;2614.2;2617.5;2484.7;-3.84
08/07/2017;2564.9;2513.9;2568.7;2480.6;2.03
09/07/2017;2511.4;2564.9;2576.7;2509.6;-2.08
10/07/2017;2344.0;2511.4;2530.3;2271.8;-6.67
11/07/2017;2324.3;2344.0;2412.8;2265.5;-0.84
12/07/2017;2403.1;2324.3;2424.8;2262.1;3.39
13/07/2017;2362.4;2403.1;2436.7;2335.0;-1.69
14/07/2017;2234.2;2362.4;2370.5;2165.4;-5.43
15/07/2017;1975.1;2234.2;2237.1;1974.0;-11.60
16/07/2017;1914.1;1975.1;2044.4;1809.0;-3.09
17/07/2017;2233.4;1914.1;2233.8;1913.8;16.68
18/07/2017;2320.2;2233.4;2400.7;2164.6;3.89
19/07/2017;2282.6;2320.2;2412.4;2243.1;-1.62
20/07/2017;2866.0;2282.6;2932.8;2282.1;25.56
21/07/2017;2675.1;2866.0;2874.0;2622.5;-6.66
22/07/2017;2836.5;2675.1;2876.7;2658.6;6.04
23/07/2017;2756.6;2836.5;2856.7;2675.6;-2.82
24/07/2017;2763.4;2756.6;2798.9;2715.7;0.25
25/07/2017;2582.6;2763.4;2779.1;2472.6;-6.54
26/07/2017;2559.2;2582.6;2631.7;2441.5;-0.90
27/07/2017;2691.9;2559.2;2712.9;2547.7;5.18
28/07/2017;2806.8;2691.9;2843.8;2683.6;4.27
29/07/2017;2733.5;2806.8;2812.1;2699.4;-2.61
30/07/2017;2766.5;2733.5;2773.1;2621.7;1.21
31/07/2017;2883.3;2766.5;2916.3;2723.1;4.22
01/08/2017;2747.0;2883.3;2946.0;2659.6;-4.73
02/08/2017;2720.5;2747.0;2773.8;2668.9;-0.96
03/08/2017;2810.0;2720.5;2822.9;2717.6;3.29
04/08/2017;2878.5;2810.0;2892.7;2779.5;2.44
05/08/2017;3262.8;2878.5;3344.0;2875.9;13.35
06/08/2017;3232.0;3262.8;3295.1;3166.5;-0.94
07/08/2017;3401.9;3232.0;3425.1;3198.5;5.26
08/08/2017;3429.4;3401.9;3494.9;3357.1;0.81
09/08/2017;3348.8;3429.4;3437.1;3251.0;-2.35
10/08/2017;3425.7;3348.8;3453.8;3322.9;2.30
11/08/2017;3654.4;3425.7;3706.5;3409.8;6.68
12/08/2017;3871.6;3654.4;3967.3;3611.4;5.94
13/08/2017;4062.6;3871.6;4189.4;3847.3;4.93
14/08/2017;4327.9;4062.6;4336.7;3978.9;6.53
15/08/2017;4161.7;4327.9;4436.5;3837.1;-3.84
16/08/2017;4387.4;4161.7;4398.1;3938.6;5.42
17/08/2017;4278.9;4387.4;4487.5;4194.1;-2.47
18/08/2017;4105.4;4278.9;4362.7;3978.3;-4.06
19/08/2017;4150.5;4105.4;4189.7;3957.5;1.10
20/08/2017;4066.6;4150.5;4182.3;4034.4;-2.02
21/08/2017;4005.1;4066.6;4097.3;3966.9;-1.51
22/08/2017;4089.7;4005.1;4142.7;3612.2;2.11
23/08/2017;4141.1;4089.7;4255.6;4070.5;1.26
24/08/2017;4318.4;4141.1;4364.1;4111.7;4.28
25/08/2017;4364.4;4318.4;4461.7;4292.6;1.07
26/08/2017;4352.3;4364.4;4379.3;4263.3;-0.28
27/08/2017;4345.8;4352.3;4408.2;4321.1;-0.15
28/08/2017;4390.3;4345.8;4403.1;4195.2;1.03
29/08/2017;4597.3;4390.3;4647.8;4350.2;4.71
30/08/2017;4583.0;4597.3;4644.1;4491.8;-0.31
31/08/2017;4735.1;4583.0;4765.1;4580.1;3.32
01/09/2017;4921.9;4735.1;4925.2;4690.2;3.94
02/09/2017;4573.8;4921.9;4976.5;4448.6;-7.07
03/09/2017;4612.9;4573.8;4719.8;4397.7;0.86
04/09/2017;4267.5;4612.9;4621.0;4098.6;-7.49
05/09/2017;4409.1;4267.5;4496.7;4004.6;3.32
06/09/2017;4618.7;4409.1;4660.0;4401.5;4.75
07/09/2017;4635.6;4618.7;4690.5;4493.2;0.37
08/09/2017;4326.5;4635.6;4699.6;4130.9;-6.67
09/09/2017;4335.1;4326.5;4402.1;4185.3;0.20
10/09/2017;4245.9;4335.1;4338.1;4032.1;-2.06
11/09/2017;4217.9;4245.9;4364.4;4134.6;-0.66
12/09/2017;4158.9;4217.9;4387.8;4075.0;-1.40
13/09/2017;3870.3;4158.9;4174.6;3752.0;-6.94
14/09/2017;3243.1;3870.3;3930.7;3219.0;-16.21
15/09/2017;3713.8;3243.1;3824.4;2979.9;14.51
16/09/2017;3698.9;3713.8;3893.7;3551.8;-0.40
17/09/2017;3689.6;3698.9;3796.6;3485.8;-0.25
18/09/2017;4100.3;3689.6;4122.8;3689.0;11.13
19/09/2017;3908.0;4100.3;4120.7;3852.2;-4.69
20/09/2017;3882.2;3908.0;4053.0;3846.8;-0.66
21/09/2017;3617.3;3882.2;3912.8;3576.5;-6.82
22/09/2017;3600.8;3617.3;3753.5;3505.8;-0.45
23/09/2017;3788.0;3600.8;3813.4;3563.2;5.20
24/09/2017;3667.5;3788.0;3790.9;3633.9;-3.18
25/09/2017;3932.8;3667.5;3971.5;3665.7;7.23
26/09/2017;3892.7;3932.8;3982.3;3858.8;-1.02
27/09/2017;4212.2;3892.7;4232.4;3882.1;8.21
28/09/2017;4195.6;4212.2;4274.6;4112.9;-0.39
29/09/2017;4172.8;4195.6;4237.5;4030.4;-0.54
30/09/2017;4360.6;4172.8;4383.3;4164.3;4.50
01/10/2017;4403.1;4360.6;4412.6;4258.3;0.97
02/10/2017;4401.3;4403.1;4477.4;4364.7;-0.04
03/10/2017;4314.2;4401.3;4436.0;4230.7;-1.98
04/10/2017;4218.7;4314.2;4355.3;4183.6;-2.21
05/10/2017;4321.4;4218.7;4365.8;4143.4;2.44
06/10/2017;4371.9;4321.4;4422.1;4296.9;1.17
07/10/2017;4435.8;4371.9;4472.9;4319.5;1.46
08/10/2017;4611.7;4435.8;4622.9;4419.4;3.97
09/10/2017;4777.5;4611.7;4875.4;4556.1;3.59
10/10/2017;4763.4;4777.5;4930.0;4722.8;-0.30
11/10/2017;4824.2;4763.4;4874.9;4718.6;1.28
12/10/2017;5432.6;4824.2;5432.6;4815.0;12.61
13/10/2017;5637.3;5432.6;5852.8;5392.0;3.77
14/10/2017;5824.7;5637.3;5839.6;5568.9;3.33
15/10/2017;5688.1;5824.7;5862.7;5448.2;-2.34
16/10/2017;5759.3;5677.4;5795.3;5576.1;1.25
17/10/2017;5598.6;5759.3;5773.3;5521.1;-2.79
18/10/2017;5575.8;5598.6;5601.3;5114.9;-0.41
19/10/2017;5698.6;5576.7;5737.4;5517.6;2.20
20/10/2017;5993.1;5698.6;6075.3;5611.4;5.17
21/10/2017;6006.6;5993.1;6187.2;5874.5;0.23
22/10/2017;5982.9;6006.6;6070.6;5723.0;-0.40
23/10/2017;5903.6;5982.9;6049.0;5644.2;-1.32
24/10/2017;5513.1;5903.6;5904.6;5463.4;-6.62
25/10/2017;5734.0;5513.1;5748.0;5375.6;4.01
26/10/2017;5887.6;5734.0;5970.4;5689.9;2.68
27/10/2017;5764.6;5887.6;5997.8;5692.3;-2.09
28/10/2017;5726.6;5764.6;5871.0;5654.8;-0.66
29/10/2017;6147.5;5726.6;6295.4;5679.4;7.35
30/10/2017;6124.3;6147.7;6226.2;6019.0;-0.38
31/10/2017;6451.2;6124.3;6467.2;6090.8;5.34
01/11/2017;6737.8;6449.1;6738.7;6355.0;4.44
02/11/2017;7024.8;6737.8;7339.9;6737.8;4.26
03/11/2017;7152.1;7024.8;7445.6;6938.9;1.81
04/11/2017;7363.8;7147.0;7492.2;6957.8;2.96
05/11/2017;7389.5;7363.8;7599.4;7284.3;0.35
06/11/2017;6959.2;7389.5;7429.7;6934.7;-5.82
07/11/2017;7102.8;6959.3;7222.4;6957.8;2.06
08/11/2017;7444.4;7102.2;7869.1;7027.0;4.81
09/11/2017;7129.6;7444.4;7457.1;7040.8;-4.23
10/11/2017;6565.8;7129.6;7319.0;6406.0;-7.91
11/11/2017;6339.9;6565.8;6821.5;6197.9;-3.44
12/11/2017;5878.1;6339.9;6490.5;5493.6;-7.28
13/11/2017;6522.5;5878.1;6760.1;5828.3;10.96
14/11/2017;6597.1;6522.5;6728.6;6419.2;1.14
15/11/2017;7283.2;6597.1;7330.1;6596.9;10.40
16/11/2017;7853.7;7283.0;7964.6;7119.2;7.83
17/11/2017;7700.0;7853.7;8000.2;7534.7;-1.96
18/11/2017;7780.9;7700.0;7857.5;7458.9;1.05
19/11/2017;8042.6;7781.0;8100.9;7675.4;3.36
20/11/2017;8244.7;8042.6;8294.1;7947.3;2.51
21/11/2017;8100.0;8245.9;8368.4;7819.1;-1.76
22/11/2017;8234.5;8099.9;8304.4;8091.6;1.66
23/11/2017;8013.4;8234.5;8266.5;8012.4;-2.69
24/11/2017;8200.8;8013.4;8332.9;7900.2;2.34
25/11/2017;8754.7;8203.5;8762.0;8153.7;6.75
26/11/2017;9318.4;8754.6;9474.6;8746.6;6.44
27/11/2017;9733.2;9318.4;9733.6;9316.8;4.45
28/11/2017;9906.0;9732.6;9969.6;9638.2;1.78
29/11/2017;9837.9;9906.0;11417.8;8938.7;-0.69
30/11/2017;9946.8;9848.0;10689.1;9023.8;1.11
01/12/2017;10861.5;9947.1;10942.8;9420.9;9.20
02/12/2017;10912.7;10861.5;11175.2;10715.5;0.47
03/12/2017;11246.2;10912.7;11851.1;10578.4;3.06
04/12/2017;11623.9;11244.2;11624.6;10917.8;3.36
05/12/2017;11667.1;11624.4;11901.9;11486.1;0.37
06/12/2017;13749.6;11667.1;13843.2;11661.8;17.85
07/12/2017;16850.3;13750.1;16879.3;13401.6;22.55
08/12/2017;16047.6;16868.0;17294.8;13906.1;-4.76
09/12/2017;14843.4;16048.2;16313.2;13151.5;-7.50
10/12/2017;15059.6;14840.0;15783.2;13031.0;1.46
11/12/2017;16732.5;15060.5;17399.2;15024.6;11.11
12/12/2017;17083.9;16733.3;17560.7;16254.5;2.10
13/12/2017;16286.8;17083.9;17268.0;15669.9;-4.67
14/12/2017;16467.9;16286.8;16941.1;16023.6;1.11
15/12/2017;17604.8;16467.9;17987.0;16442.2;6.90
16/12/2017;19345.5;17594.1;19587.7;17318.5;9.89
17/12/2017;19065.7;19346.6;19870.6;18750.9;-1.45
18/12/2017;18972.3;19065.7;19221.1;18114.4;-0.49
19/12/2017;17523.7;18971.2;19022.0;16812.8;-7.64
20/12/2017;16462.0;17521.7;17813.6;15642.7;-6.06
21/12/2017;15632.1;16461.1;17301.8;14953.0;-5.04
22/12/2017;13665.0;15632.1;15823.7;10875.7;-12.58
23/12/2017;14396.5;13665.0;15493.2;13356.1;5.35
24/12/2017;13790.0;14396.6;14413.7;12166.5;-4.21
25/12/2017;13833.5;13790.0;14467.4;13010.7;0.32
26/12/2017;15756.6;13830.2;16094.7;13748.5;13.90
27/12/2017;15416.6;15757.0;16514.6;14534.7;-2.16
28/12/2017;14398.7;15416.3;15505.5;13466.1;-6.60
29/12/2017;14392.6;14398.5;15109.8;13951.1;-0.04
30/12/2017;12531.5;14392.1;14461.5;11962.1;-12.93
31/12/2017;13850.4;12532.4;14241.8;12359.4;10.52
01/01/2018;13444.9;13850.5;13921.5;12877.7;-2.93
02/01/2018;14754.1;13444.9;15306.1;12934.2;9.74
03/01/2018;15156.6;14754.1;15435.0;14579.7;2.73
04/01/2018;15180.1;15156.5;15408.7;14244.7;0.15
05/01/2018;16954.8;15180.1;17126.9;14832.4;11.69
06/01/2018;17172.3;16954.8;17252.8;16286.6;1.28
07/01/2018;16228.2;17174.5;17184.8;15791.1;-5.50
08/01/2018;14976.2;16228.3;16302.9;13902.3;-7.71
09/01/2018;14778.5;14976.2;15324.6;14613.4;-1.32
10/01/2018;15043.0;14778.5;15045.4;13613.1;1.79
11/01/2018;13535.4;15046.7;15109.1;13048.3;-10.02
12/01/2018;13886.7;13529.2;14176.4;13410.0;2.60
13/01/2018;14292.2;13896.0;14640.7;13888.2;2.92
14/01/2018;13695.2;14291.9;14446.1;13094.7;-4.18
15/01/2018;13697.5;13695.5;14396.6;13475.4;0.02
16/01/2018;11362.0;13704.4;13711.0;10050.7;-17.05
17/01/2018;11192.3;11357.7;11769.6;9271.3;-1.49
18/01/2018;11245.4;11202.0;12004.7;10660.2;0.47
19/01/2018;11580.2;11229.6;11973.2;10901.5;2.98
20/01/2018;12858.9;11579.2;13082.2;11567.3;11.04
21/01/2018;11594.9;12857.1;12860.2;11164.5;-9.83
22/01/2018;10864.8;11597.5;11970.9;10136.8;-6.30
23/01/2018;10903.2;10869.0;11438.0;10056.6;0.35
24/01/2018;11452.3;10899.4;11549.5;10584.5;5.04
25/01/2018;11203.0;11439.9;11740.9;10983.8;-2.18
26/01/2018;11118.1;11203.1;11655.3;10389.4;-0.76
27/01/2018;11467.5;11118.0;11621.7;10908.4;3.14
28/01/2018;11795.1;11471.2;12112.7;11433.3;2.86
29/01/2018;11244.8;11794.9;11888.1;11119.0;-4.67
30/01/2018;10166.0;11244.5;11277.2;9917.7;-9.59
31/01/2018;10265.4;10166.3;10397.7;9742.2;0.98
01/02/2018;9181.1;10266.2;10303.0;8789.2;-10.56
02/02/2018;8893.2;9179.8;9201.4;7915.8;-3.14
03/02/2018;9241.1;8894.4;9506.9;8249.3;3.91
04/02/2018;8222.2;9241.5;9382.1;7932.1;-11.03
05/02/2018;6938.5;8220.8;8383.2;6651.9;-15.61
06/02/2018;7701.2;6939.3;7896.2;5996.6;10.99
07/02/2018;7594.7;7693.8;8536.5;7196.6;-1.38
08/02/2018;8164.2;7595.1;8489.9;7595.1;7.50
09/02/2018;8699.8;8163.6;8735.6;7784.6;6.56
10/02/2018;8559.6;8697.3;9066.6;8172.2;-1.61
11/02/2018;8081.9;8559.7;8564.2;7843.7;-5.58
12/02/2018;8903.5;8083.6;8984.9;8083.6;10.17
13/02/2018;8539.2;8906.2;8942.7;8378.0;-4.09
14/02/2018;9476.3;8542.6;9500.0;8541.6;10.97
15/02/2018;10037.3;9475.6;10206.8;9348.5;5.92
16/02/2018;10178.7;10031.3;10294.3;9707.7;1.41
17/02/2018;11073.5;10177.3;11095.9;10070.9;8.79
18/02/2018;10398.8;11073.7;11271.6;10137.2;-6.09
19/02/2018;11169.4;10396.6;11250.5;10324.8;7.41
20/02/2018;11238.7;11169.7;11791.5;11119.9;0.62
21/02/2018;10473.0;11240.9;11289.7;10252.2;-6.81
22/02/2018;9841.7;10470.1;10930.2;9743.9;-6.03
23/02/2018;10170.4;9840.6;10419.1;9597.8;3.34
24/02/2018;9704.3;10163.8;10506.1;9394.5;-4.58
25/02/2018;9585.2;9703.1;9860.3;9330.1;-1.23
26/02/2018;10285.1;9590.9;10378.4;9410.3;7.30
27/02/2018;10594.4;10287.8;10867.2;10120.5;3.01
28/02/2018;10333.9;10584.4;11070.7;10303.4;-2.46
01/03/2018;10904.5;10335.1;11047.8;10248.7;5.52
02/03/2018;10827.7;10904.5;11167.0;10677.1;-0.70
03/03/2018;11402.3;10822.5;11420.7;9585.5;5.31
04/03/2018;11416.5;11402.8;11490.3;10878.4;0.12
05/03/2018;11330.6;11415.7;11506.9;11281.2;-0.75
06/03/2018;10675.1;11314.2;11316.4;10412.0;-5.78
07/03/2018;9902.9;10779.0;10899.0;9422.1;-7.23
08/03/2018;9300.0;9910.7;10109.0;9037.0;-6.09
09/03/2018;9217.0;9301.9;9420.5;8351.0;-0.89
10/03/2018;8762.0;9216.2;9500.0;8691.1;-4.94
11/03/2018;9529.6;8732.2;9719.6;8516.4;8.76
12/03/2018;9137.4;9535.8;9892.2;8804.1;-4.12
13/03/2018;9154.9;9138.7;9482.0;8875.1;0.19
14/03/2018;8210.6;9154.9;9353.4;7958.5;-10.32
15/03/2018;8264.4;8210.2;8427.0;7691.7;0.66
16/03/2018;8289.2;8264.3;8604.8;7929.1;0.30
17/03/2018;7874.9;8198.0;8344.8;7760.2;-5.00
18/03/2018;8201.2;7873.2;8283.6;7323.3;4.14
19/03/2018;8616.8;8200.9;8698.3;8127.7;5.07
20/03/2018;8912.6;8614.1;9039.6;8326.8;3.43
21/03/2018;8905.9;8912.4;9173.4;8775.1;-0.08
22/03/2018;8726.2;8903.7;9096.2;8499.1;-2.02
23/03/2018;8916.8;8725.3;8917.0;8305.6;2.18
24/03/2018;8547.4;8917.3;9008.8;8523.6;-4.14
25/03/2018;8473.2;8549.1;8679.0;8392.2;-0.87
26/03/2018;8143.5;8474.0;8515.7;7865.9;-3.89
27/03/2018;7801.7;8146.5;8218.3;7760.6;-4.20
28/03/2018;7954.9;7803.0;8110.4;7754.5;1.96
29/03/2018;7129.2;7955.2;7980.7;6954.9;-10.38
30/03/2018;6853.7;7132.4;7288.1;6603.8;-3.86
31/03/2018;6938.2;6856.5;7221.5;6804.9;1.23
01/04/2018;6825.2;6939.1;7047.7;6460.1;-1.63
02/04/2018;7068.4;6825.4;7121.3;6787.6;3.56
03/04/2018;7424.2;7067.2;7519.3;7032.9;5.03
04/04/2018;6808.9;7423.8;7432.9;6726.9;-8.29
05/04/2018;6782.0;6808.7;6918.2;6592.5;-0.40
06/04/2018;6624.3;6783.7;6859.7;6523.4;-2.33
07/04/2018;6905.7;6624.5;7071.9;6616.1;4.25
08/04/2018;7030.5;6905.9;7113.4;6903.9;1.81
09/04/2018;6781.9;7035.7;7192.5;6633.2;-3.54
10/04/2018;6854.8;6782.6;6899.5;6671.6;1.08
11/04/2018;6962.1;6855.6;6988.6;6818.4;1.56
12/04/2018;7926.6;6963.3;8009.6;6779.3;13.85
13/04/2018;7887.4;7926.9;8228.0;7756.6;-0.49
14/04/2018;8004.4;7891.1;8180.2;7839.3;1.48
15/04/2018;8363.6;8004.6;8411.5;8004.6;4.49
16/04/2018;8070.0;8362.2;8412.9;7908.5;-3.51
17/04/2018;7908.6;8070.0;8171.7;7852.8;-2.00
18/04/2018;8178.4;7908.5;8227.6;7895.3;3.41
19/04/2018;8290.8;8179.0;8303.7;8126.7;1.37
20/04/2018;8867.0;8292.3;8926.2;8224.5;6.95
21/04/2018;8923.1;8867.0;9027.7;8614.5;0.63
22/04/2018;8806.7;8923.6;9022.3;8766.5;-1.30
23/04/2018;8952.8;8809.3;9001.0;8785.3;1.66
24/04/2018;9645.3;8952.7;9734.8;8937.0;7.73
25/04/2018;8873.1;9645.0;9753.1;8768.1;-8.01
26/04/2018;9287.0;8874.5;9303.6;8669.8;4.67
27/04/2018;8940.9;9282.8;9386.3;8920.2;-3.73
28/04/2018;9352.4;8940.8;9428.9;8895.5;4.60
